record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
HVC-LAB-W20-NOMORE-WALLS-DOMAIN-TREE-6E17089B,n/a,HVC-LAB-20-wave20-nomore-walls-domain-tree,luminet-baseline-d73453f,daemon-labs,nomore walls domain tree lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/nomore_walls_domain_tree.go,6e17089b2bf24b70ed8a600834db6c75cc39f79e78a80744e6e6df107baedaae,AdblockRuleMerger;AdblockRuleMerger.AddBlocklistLine;AdblockRuleMerger.AddWhitelistLine;AdblockRuleMerger.Finalise;AdblockRuleMerger.RuleCount;DeduplicatedNode;DomainTree;DomainTree.Get;DomainTree.Insert;DomainTree.Len;DomainTree.Remove;NewAdblockRuleMerger;NewDomainTree;NewNodeDeduplicator;NodeDeduplicator;NodeDeduplicator.Count;NodeDeduplicator.Entries;NodeDeduplicator.Merge,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/nomore_walls_domain_tree.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/nomore_walls_domain_tree_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-NON-PORTABLE-WRAPPERS-79D18756,n/a,HVC-LAB-20-wave20-non-portable-wrappers,luminet-baseline-d73453f,daemon-labs,non portable wrappers lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/non_portable_wrappers.go,79d187564d2e3459df12288f13899f411e08df2b5d364a3a7679062272e70075,LaunchSystemTrayGUI;RunPythonScraper;RunRouteSetupScript,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/non_portable_wrappers.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/non_portable_wrappers_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-OBFS4-ICMP-TRANSPORT-5FAEC362,n/a,HVC-LAB-20-wave20-obfs4-icmp-transport,luminet-baseline-d73453f,daemon-labs,obfs4 icmp transport lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/obfs4_icmp_transport.go,5faec36254673000326140ad90cf2c2da05137a44a819b42b11996043414949d,ICMPTunnel;ICMPTunnel.SendPayload;NewICMPTunnel;NewOBFS4Conn;OBFS4Config;OBFS4Conn;OBFS4Conn.Write,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/obfs4_icmp_transport.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-OBFUSCATED-SSH-7A1FC531,n/a,HVC-LAB-20-wave20-obfuscated-ssh,luminet-baseline-d73453f,daemon-labs,obfuscated ssh lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/obfuscated_ssh.go,7a1fc5319eb19fcc2788a30858521fe7dd8629fbdd7626d1bbfd6de08b540abe,NewObfuscatedSSH;ObfuscatedSSH;ObfuscatedSSH.Listen,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/obfuscated_ssh.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-ONION-BRIDGE-2EDD2985,n/a,HVC-LAB-20-wave20-onion-bridge,luminet-baseline-d73453f,daemon-labs,onion bridge lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/onion_bridge.go,2edd2985ea145b0a83b3ddc809903e72a3e229152f3cb12f78466ac6e717318a,NewOnionBridge;OnionBridge;OnionBridge.Hop,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/onion_bridge.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-ONION-HOP-37485A76,n/a,HVC-LAB-20-wave20-onion-hop,luminet-baseline-d73453f,daemon-labs,onion hop lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/onion_hop.go,37485a761c7930291df662e4daf22ae98ca16972b418a0cb8d11ed926a03ca46,NewOnionHop;OnionHop;OnionHop.Hop,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/onion_hop.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-OPENVPN-CONFIG-PATCHER-9FB97A93,n/a,HVC-LAB-20-wave20-openvpn-config-patcher,luminet-baseline-d73453f,daemon-labs,openvpn config patcher lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/openvpn_config_patcher.go,9fb97a9391d6f5186a0c5577526fcbd8636d7f7641dd89af810690ff8c24d584,ApplyInlineCipherFix;DefaultPatchOptions;PatchOpenVPNConfig;PatchOpenVPNConfigOptions;PatchOpenVPNConfigWith,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/openvpn_config_patcher.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/openvpn_config_patcher_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-OUTLINE-CLIENT-9E50E10E,n/a,HVC-LAB-20-wave20-outline-client,luminet-baseline-d73453f,daemon-labs,outline client lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/outline_client.go,9e50e10e9d63b5f44255fc095bffe66b96d73cf93346fc74c741d84ca366dbb8,NewOutlineClient;OutlineClient;OutlineClient.ManageTun2Socks,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/outline_client.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-OUTLINE-SERVER-4990781E,n/a,HVC-LAB-20-wave20-outline-server,luminet-baseline-d73453f,daemon-labs,outline server lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/outline_server.go,4990781ee437a188b067ef8c4e364b939157e9b1e6a8d316c6e5e00a75518768,MaxReplayCapacity;NewOutlineReplayCache;NewOutlineServer;OutlineReplayCache;OutlineReplayCache.Add;OutlineReplayCache.Resize;OutlineServer;OutlineServer.Run,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/outline_server.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-OUTLINE-SS-50542F06,n/a,HVC-LAB-20-wave20-outline-ss,luminet-baseline-d73453f,daemon-labs,outline ss lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/outline_ss.go,50542f065812a8e3c707921610d6626bbef492fc5a7767758f3aae3b5e2ce2b6,NewOutlineSS;OutlineSS;OutlineSS.Start,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/outline_ss.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-P2P-HYPERCORE-FEED-2A0EC57F,n/a,HVC-LAB-20-wave20-p2p-hypercore-feed,luminet-baseline-d73453f,daemon-labs,p2p hypercore feed lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/p2p_hypercore_feed.go,2a0ec57fcd4312849bba0ec6e311e34fcce8d40fc2b6cdac7bf210b046ad4c1a,HypercoreFeed;HypercoreFeed.Append;HypercoreFeed.GetBlock;HypercoreFeed.Length;NewHypercoreFeed,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/p2p_hypercore_feed.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PAAS-ARGO-9F1FC3EE,n/a,HVC-LAB-20-wave20-paas-argo,luminet-baseline-d73453f,daemon-labs,paas argo lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/paas_argo.go,9f1fc3eef92942cf5139ddefddd276bb252a819cf68899301aa30c74067c6d1b,NewPaaSArgo;PaaSArgo;PaaSArgo.Connect;PaaSArgo.GenerateConfig;PaaSArgo.StartTunnel;PaaSArgo.StopTunnel,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/paas_argo.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PACKET-RING-QUEUE-03EB7E24,n/a,HVC-LAB-20-wave20-packet-ring-queue,luminet-baseline-d73453f,daemon-labs,packet ring queue lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/packet_ring_queue.go,03eb7e241fd950014cb7576ba0c8d38e4bd9eb7c663cddf506a344d77fce741d,NewPacketRingQueue;PacketItem;PacketRingQueue;PacketRingQueue.Len;PacketRingQueue.Pop;PacketRingQueue.Push,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/packet_ring_queue.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PANEL-CLIENT-MANAGER-CD0BCF72,n/a,HVC-LAB-20-wave20-panel-client-manager,luminet-baseline-d73453f,daemon-labs,panel client manager lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/panel_client_manager.go,cd0bcf726da4aa00099b679545df0665f06ef57005986688cde9ff6d28858021,ClientBadges;ClientLinks;DownloadLinks;NewPanelClientManager;PanelClient;PanelClientManager;PanelClientManager.AddClient;PanelClientManager.GetClient;PanelClientManager.ListClientsByPlatform;PanelClientManager.RemoveClient,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/panel_client_manager.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PANEL-NODE-CLIENT-DD779DFA,n/a,HVC-LAB-20-wave20-panel-node-client,luminet-baseline-d73453f,daemon-labs,panel node client lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/panel_node_client.go,dd779dfa76759b6e18076a330b7d94d3b73ee879a4a27a227ce01de8a1f204a7,NewPanelNodeClient;PanelNodeClient;PanelNodeClient.QueryMetrics;PanelNodeClient.UpdateUser,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/panel_node_client.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PARSA-PANEL-07A183F2,n/a,HVC-LAB-20-wave20-parsa-panel,luminet-baseline-d73453f,daemon-labs,parsa panel lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/parsa_panel.go,07a183f23a1796b791b2aecd2b085b5f4e1998d9c1301fd31061655f77a11014,NewParsaPanel;ParsaPanel;ParsaPanel.AddAllowedDomain;ParsaPanel.AddAllowedIP;ParsaPanel.AddBlockedIP;ParsaPanel.AddBypassDomain;ParsaPanel.AddLog;ParsaPanel.AddSlaveNode;ParsaPanel.AddUser;ParsaPanel.ClearAllowedDomains;ParsaPanel.ClearAllowedIPs;ParsaPanel.ClearBlockedIPs;ParsaPanel.ClearBypassDomains;ParsaPanel.ClearSlaveNodes;ParsaPanel.ClearUsers;ParsaPanel.DecrementActiveConnections;ParsaPanel.GetActiveConnections;ParsaPanel.GetAllowedDomains;ParsaPanel.GetAllowedDomainsCount;ParsaPanel.GetAllowedIPs;ParsaPanel.GetAllowedIPsCount;ParsaPanel.GetBlockedIPs;ParsaPanel.GetBlockedIPsCount;ParsaPanel.GetBypassDomains;ParsaPanel.GetBypassDomainsCount;ParsaPanel.GetCacheEnabled;ParsaPanel.GetLogLevel;ParsaPanel.GetLogs;ParsaPanel.GetMasterKey;ParsaPanel.GetMaxConnections;ParsaPanel.GetProcessedCount;ParsaPanel.GetSlaveNodes;ParsaPanel.GetSlaveNodesCount;ParsaPanel.GetTimeout;ParsaPanel.GetUsers;ParsaPanel.GetUsersCount;ParsaPanel.GetVersion;ParsaPanel.IncrementActiveConnections;ParsaPanel.RemoveAllowedDomain;ParsaPanel.RemoveAllowedIP;ParsaPanel.RemoveBlockedIP;ParsaPanel.RemoveBypassDomain;ParsaPanel.RemoveSlaveNode;ParsaPanel.RemoveUser;ParsaPanel.SetActiveConnections;ParsaPanel.SetAllowedDomains;ParsaPanel.SetAllowedIPs;ParsaPanel.SetBlockedIPs;ParsaPanel.SetBypassDomains;ParsaPanel.SetCacheEnabled;ParsaPanel.SetLogLevel;ParsaPanel.SetMasterKey;ParsaPanel.SetMaxConnections;ParsaPanel.SetProcessedCount;ParsaPanel.SetSlaveNodes;ParsaPanel.SetTimeout;ParsaPanel.SetUsers;ParsaPanel.SetVersion;ParsaPanel.SubNodeBilling;ParsaPanel.ValidateIPAddress;ParsaUser;ParsaUser.GetEnabled;ParsaUser.GetRequestCount;ParsaUser.GetRequestLimit;ParsaUser.GetUsername;ParsaUser.SetEnabled;ParsaUser.SetRequestCount;ParsaUser.SetRequestLimit;ParsaUser.SetUsername,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/parsa_panel.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PATHFINDER-291CEAA7,n/a,HVC-LAB-20-wave20-pathfinder,luminet-baseline-d73453f,daemon-labs,pathfinder lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/pathfinder.go,291ceaa713ad4b89b4d90e50fcfaa1d90ed6bc00ccdc3c55e6f4c1a9f92f5905,DijkstraPathfinder;DijkstraPathfinder.FindBestHopChain;PathNode;PriorityQueue;PriorityQueue.Len;PriorityQueue.Less;PriorityQueue.Pop;PriorityQueue.Push;PriorityQueue.Swap,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/pathfinder.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/pathfinder_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PHISHING-VERIFIER-5FF2A6FC,n/a,HVC-LAB-20-wave20-phishing-verifier,luminet-baseline-d73453f,daemon-labs,phishing verifier lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/phishing_verifier.go,5ff2a6fc130b638e3f3d8d07f83ff633adcf94a34503456c4e2cb4c970bdef3b,GetPhishingVerifier;PhishingResponse;PhishingVerifier;PhishingVerifier.IsMalicious;PhishingVerifier.SetCheckURL,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/phishing_verifier.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/phishing_verifier_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PHP-PROXY-WEB-8796C612,n/a,HVC-LAB-20-wave20-php-proxy-web,luminet-baseline-d73453f,daemon-labs,php proxy web lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/php_proxy_web.go,8796c61252aaec0a93e710d4302ee78ed844045aa30d9478ec5a64f507c23807,NewPHPProxyWeb;PHPProxyWeb;PHPProxyWeb.AddProxyUserAgent;PHPProxyWeb.CleanResponseHeaders;PHPProxyWeb.DecryptURL;PHPProxyWeb.EncryptURL;PHPProxyWeb.GetAppKey;PHPProxyWeb.GetEncryptionKey;PHPProxyWeb.GetHostname;PHPProxyWeb.GetURLMode;PHPProxyWeb.IsValidTargetURL;PHPProxyWeb.ObfuscateCookieHeaders;PHPProxyWeb.ObfuscateHeaders;PHPProxyWeb.RemoveHTMLTargetScripts;PHPProxyWeb.ServeHTTP;PHPProxyWeb.SetAppKey;PHPProxyWeb.SetURLMode,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/php_proxy_web.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PION-DTLS-7A34A533,n/a,HVC-LAB-20-wave20-pion-dtls,luminet-baseline-d73453f,daemon-labs,pion dtls lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/pion_dtls.go,7a34a5331a92bd413e97a31e0c8b84cb8abcffaef31a51ac230e98326056da9b,NewPionDTLS;PionDTLS;PionDTLS.StartTransport,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/pion_dtls.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PION-TRANSPORT-8F154F29,n/a,HVC-LAB-20-wave20-pion-transport,luminet-baseline-d73453f,daemon-labs,pion transport lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/pion_transport.go,8f154f29f0985b2b8b41a82a9403b0d6b140f67edadd5e9be46bbb3829b22b67,NewPionTransport;PionTransport;PionTransport.Setup,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/pion_transport.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PORT-BRIDGE-6040EF04,n/a,HVC-LAB-20-wave20-port-bridge,luminet-baseline-d73453f,daemon-labs,port bridge lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/port_bridge.go,6040ef0407902321b8db58cbbf32ff8c53e1f102c17ae0d15493caa9c350760e,NewPortBridge;PortBridge;PortBridge.Redirect,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/port_bridge.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PREFIX-LIST-F3E544C2,n/a,HVC-LAB-20-wave20-prefix-list,luminet-baseline-d73453f,daemon-labs,prefix list lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/prefix_list.go,f3e544c227f44515275fa25a2ac41eb34266607288afba4b30a79d5840fa2f8b,LoadFromReader;NewPrefixList;PrefixList;PrefixList.Add;PrefixList.Contains;PrefixList.ContainsAddr,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/prefix_list.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PROFILE-MORPHER-BAF4BF79,n/a,HVC-LAB-20-wave20-profile-morpher,luminet-baseline-d73453f,daemon-labs,profile morpher lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/profile_morpher.go,baf4bf7954516af832e72648bf3e0c671a8bfc11c7ad18bfa3f512e0a2323cb2,BaiduVideoProfile;NewProfileMorpher;ProfileMorpher;ProfileMorpher.ChooseTargetSize;ProfileMorpher.Morph;ProfileMorpher.Restore;TrafficProfile;YandexVideoProfile,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/profile_morpher.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/profile_morpher_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
